Sub,Effect,Trial,A1,A2,B1,B2,C1,C2,response,choice,RT
4,SimB1,187,7.6,3.6,5.6,5.6,7.8,3.4,2,2,3.361
4,SimA2,188,3.4,7.6,5.5,5.5,5.6,5.4,2,2,1.408
4,SimB1,189,7.4,3.6,5.4,5.6,7.6,3.4,3,2,3.43
4,SimA1,191,3.4,7.6,5.4,5.6,3.3,7.7,2,2,2.624
4,SimB1,193,7.5,3.4,5.5,5.4,7.6,3.3,3,2,2.499
4,SimA1,194,3.4,7.6,5.5,5.5,3.3,7.7,1,2,2.015
4,SimB1,197,7.6,3.6,5.7,5.5,7.8,3.4,3,2,2.993
4,SimA2,199,3.4,7.5,5.4,5.5,5.6,5.3,2,2,2.032
4,SimB2,204,7.5,3.4,5.5,5.4,5.3,5.6,2,2,4.755
4,SimB1,206,7.6,3.4,5.5,5.5,7.7,3.3,1,3,3.536
4,SimB1,207,7.3,3.6,5.4,5.5,7.5,3.4,1,2,24.706
4,SimB1,211,7.3,3.6,5.4,5.5,7.5,3.4,1,2,2.783
4,SimB2,212,7.3,3.6,5.4,5.5,5.3,5.6,1,2,1.792
4,SimA2,213,3.5,7.5,5.4,5.6,5.5,5.5,3,3,2.351
4,SimA2,215,3.4,7.7,5.5,5.6,5.6,5.5,3,2,3.041
4,SimA1,217,3.6,7.3,5.5,5.4,3.4,7.5,1,2,2.864
4,SimB2,221,7.4,3.6,5.5,5.5,5.4,5.6,1,2,1.82
4,SimB2,224,7.6,3.4,5.5,5.5,5.4,5.6,2,2,2.096
4,SimB2,228,7.5,3.5,5.5,5.5,5.4,5.6,3,2,2.813
4,SimA1,229,3.3,7.5,5.3,5.5,3.1,7.7,1,2,2.948
4,SimB2,231,7.6,3.6,5.6,5.6,5.4,5.8,1,2,2.448
4,SimB2,236,7.7,3.5,5.6,5.6,5.4,5.8,1,2,3.504
4,SimB2,237,7.6,3.5,5.5,5.6,5.3,5.8,3,2,2.224
4,SimB1,239,7.4,3.5,5.5,5.4,7.5,3.4,3,2,2.863
5,SimA2,3,3.3,7.6,5.4,5.5,5.5,5.4,3,1,21.875
5,SimA2,6,3.5,7.5,5.5,5.5,5.6,5.4,3,1,19.375
5,SimA1,7,3.5,7.6,5.5,5.6,3.4,7.7,3,2,29.107
5,SimB2,9,7.4,3.5,5.5,5.4,5.4,5.5,1,3,34.93
5,SimA2,10,3.4,7.6,5.5,5.5,5.7,5.3,1,2,8.723
5,SimB1,12,7.6,3.4,5.5,5.5,7.7,3.3,2,2,13.426
5,SimB1,13,7.5,3.5,5.5,5.5,7.6,3.4,3,2,11.892
5,SimA2,14,3.3,7.5,5.4,5.4,5.6,5.2,2,2,10.74
5,SimA2,20,3.6,7.3,5.5,5.4,5.6,5.3,3,2,5.394
5,SimB1,21,7.4,3.5,5.5,5.4,7.5,3.4,2,2,16.883
5,SimA1,22,3.6,7.3,5.5,5.4,3.4,7.5,1,2,5.364
5,SimB1,24,7.7,3.5,5.6,5.6,7.8,3.4,2,2,11.091
5,SimB2,25,7.6,3.4,5.6,5.4,5.4,5.6,3,2,7.888
5,SimB2,26,7.7,3.5,5.6,5.6,5.4,5.8,3,2,19.437
5,SimB1,27,7.3,3.5,5.3,5.5,7.5,3.3,1,2,12.288
5,SimA1,29,3.6,7.5,5.5,5.6,3.4,7.7,3,2,16.191
5,SimA1,33,3.4,7.6,5.5,5.5,3.2,7.8,1,2,7.25
5,SimB2,34,7.6,3.4,5.5,5.5,5.4,5.6,3,2,18.224
5,SimB1,36,7.4,3.5,5.4,5.5,7.5,3.4,3,2,4.96
5,SimA1,37,3.6,7.4,5.5,5.5,3.5,7.5,1,2,12.189
5,SimA2,39,3.5,7.5,5.5,5.5,5.6,5.4,2,3,10.606
5,SimB1,40,7.6,3.4,5.6,5.4,7.8,3.2,2,2,14.224
5,SimA1,41,3.7,7.3,5.6,5.4,3.5,7.5,1,2,8.691
5,SimA1,43,3.6,7.3,5.5,5.4,3.4,7.5,2,2,38.352
5,SimB1,44,7.6,3.4,5.5,5.5,7.7,3.3,1,2,3.759
5,SimA1,45,3.5,7.7,5.6,5.6,3.4,7.8,1,2,4.05
5,SimB2,46,7.6,3.4,5.5,5.5,5.3,5.7,3,2,2.64
5,SimB2,50,7.6,3.5,5.5,5.6,5.3,5.8,3,3,10.256
5,SimB1,51,7.6,3.5,5.5,5.6,7.8,3.3,1,2,8.114
5,SimA1,57,3.4,7.7,5.5,5.6,3.2,7.9,3,2,8.768
5,SimB1,58,7.4,3.6,5.4,5.6,7.6,3.4,2,2,10.063
5,SimB2,59,7.3,3.6,5.4,5.5,5.3,5.6,1,2,9.666
5,SimB1,60,7.6,3.6,5.6,5.6,7.8,3.4,3,2,5.407
5,SimB2,61,7.4,3.6,5.4,5.6,5.2,5.8,1,3,6.32
5,SimA1,66,3.5,7.5,5.5,5.5,3.3,7.7,3,3,12.72
5,SimB2,70,7.7,3.5,5.6,5.6,5.4,5.8,1,2,17.6
5,SimA1,71,3.3,7.5,5.4,5.4,3.2,7.6,1,2,12.193
5,SimB1,72,7.6,3.4,5.5,5.5,7.8,3.2,2,2,17.166
5,SimB2,73,7.5,3.3,5.4,5.4,5.3,5.5,2,1,9.725
5,SimB1,74,7.5,3.4,5.5,5.4,7.7,3.2,2,2,15.151
5,SimB1,79,7.7,3.5,5.6,5.6,7.9,3.3,2,2,7.583
5,SimA2,80,3.4,7.7,5.5,5.6,5.6,5.5,1,2,21.631
5,SimB2,81,7.6,3.4,5.5,5.5,5.4,5.6,1,3,10.701
5,SimB2,87,7.6,3.5,5.5,5.6,5.4,5.7,1,3,13.204
5,SimB2,88,7.6,3.6,5.6,5.6,5.4,5.8,3,3,17.326
5,SimA1,90,3.4,7.6,5.5,5.5,3.3,7.7,3,2,12.385
5,SimA2,94,3.5,7.5,5.5,5.5,5.6,5.4,1,3,7.39
5,SimB1,95,7.4,3.5,5.5,5.4,7.5,3.4,2,2,8.304
5,SimA1,96,3.4,7.5,5.4,5.5,3.2,7.7,2,2,9.727
5,SimB2,97,7.3,3.7,5.4,5.6,5.2,5.8,1,3,12.786
5,SimB2,99,7.4,3.5,5.5,5.4,5.3,5.6,3,3,10.16
5,SimA1,100,3.5,7.5,5.5,5.5,3.3,7.7,3,2,6.045
5,SimA2,103,3.5,7.5,5.5,5.5,5.6,5.4,2,3,4.304
5,SimB1,104,7.6,3.4,5.5,5.5,7.8,3.2,1,2,8.685
5,SimA2,105,3.5,7.5,5.4,5.6,5.5,5.5,2,3,7.407
5,SimB1,106,7.5,3.3,5.4,5.4,7.6,3.2,3,2,8.112
5,SimA2,110,3.4,7.6,5.4,5.6,5.5,5.5,1,2,7.137
5,SimB1,112,7.6,3.3,5.5,5.4,7.7,3.2,1,2,13.424
5,SimA1,115,3.6,7.3,5.5,5.4,3.4,7.5,2,2,9.137
5,SimA2,116,3.6,7.4,5.5,5.5,5.7,5.3,3,3,7.585
5,SimA2,119,3.6,7.5,5.5,5.6,5.6,5.5,1,1,8.593
5,SimB1,122,7.6,3.6,5.6,5.6,7.7,3.5,3,2,11.031
5,SimA1,125,3.5,7.6,5.5,5.6,3.4,7.7,1,2,9.776
5,SimA2,126,3.7,7.5,5.7,5.5,5.8,5.4,2,3,7.33
5,SimA2,131,3.5,7.5,5.4,5.6,5.5,5.5,3,2,6.815
5,SimA2,133,3.6,7.3,5.5,5.4,5.7,5.2,1,3,6.77
5,SimA1,138,3.7,7.5,5.7,5.5,3.6,7.6,3,2,5.52
5,SimB2,139,7.5,3.6,5.5,5.6,5.4,5.7,2,3,8.656
5,SimB2,142,7.5,3.4,5.5,5.4,5.3,5.6,2,3,11.297
5,SimA2,145,3.3,7.5,5.3,5.5,5.5,5.3,3,3,12.493
5,SimB2,146,7.6,3.4,5.5,5.5,5.4,5.6,2,3,4.386
5,SimB2,148,7.3,3.5,5.3,5.5,5.1,5.7,1,3,8.095
5,SimB2,150,7.6,3.5,5.5,5.6,5.3,5.8,1,3,9.729
5,SimA2,152,3.7,7.5,5.6,5.6,5.7,5.5,3,2,6.463
5,SimB2,155,7.4,3.6,5.4,5.6,5.2,5.8,3,3,4.494
5,SimB1,156,7.6,3.5,5.5,5.6,7.7,3.4,3,2,6.096
5,SimB2,160,7.5,3.5,5.5,5.5,5.4,5.6,2,3,7.535
5,SimB1,163,7.6,3.5,5.5,5.6,7.8,3.3,2,1,3.554
5,SimB2,164,7.5,3.4,5.5,5.4,5.3,5.6,2,3,3.453
5,SimB1,167,7.3,3.6,5.4,5.5,7.5,3.4,3,2,4.704
5,SimA2,169,3.5,7.6,5.5,5.6,5.6,5.5,1,2,8.306
5,SimA2,170,3.6,7.3,5.5,5.4,5.7,5.2,1,3,5.313
5,SimA2,172,3.4,7.6,5.5,5.5,5.6,5.4,3,3,3.376
5,SimA1,173,3.6,7.3,5.5,5.4,3.4,7.5,2,2,7.423
5,SimA1,174,3.3,7.6,5.4,5.5,3.1,7.8,3,2,3.247
5,SimA1,177,3.4,7.5,5.5,5.4,3.2,7.7,2,2,4.256
5,SimB2,179,7.4,3.5,5.4,5.5,5.2,5.7,3,3,5.104
5,SimB1,185,7.4,3.6,5.5,5.5,7.6,3.4,2,2,1.743
5,SimA2,188,3.5,7.6,5.5,5.6,5.6,5.5,2,2,4.336
5,SimA1,189,3.7,7.5,5.6,5.6,3.6,7.6,2,1,5.104
5,SimB1,191,7.6,3.6,5.7,5.5,7.8,3.4,1,2,4.381
5,SimB2,193,7.6,3.3,5.5,5.4,5.3,5.6,2,3,5.311
5,SimA2,194,3.6,7.6,5.6,5.6,5.8,5.4,1,2,4.178
5,SimA1,197,3.4,7.6,5.4,5.6,3.3,7.7,3,2,2.223
5,SimA1,198,3.5,7.5,5.5,5.5,3.3,7.7,1,2,2.944
5,SimA1,201,3.7,7.5,5.6,5.6,3.5,7.7,2,2,2.721
5,SimA2,202,3.5,7.7,5.6,5.6,5.8,5.4,3,3,4.288
5,SimA2,203,3.4,7.5,5.5,5.4,5.7,5.2,1,3,3.233
5,SimA1,204,3.5,7.5,5.4,5.6,3.3,7.7,3,2,2.894
5,SimB2,206,7.6,3.4,5.5,5.5,5.4,5.6,3,3,3.151
5,SimA1,209,3.6,7.6,5.6,5.6,3.5,7.7,2,2,2.752
5,SimA1,210,3.3,7.5,5.3,5.5,3.1,7.7,2,2,1.602
5,SimA2,211,3.6,7.3,5.5,5.4,5.6,5.3,3,3,2.031
5,SimB1,212,7.3,3.7,5.4,5.6,7.5,3.5,3,2,3.712
5,SimB2,213,7.3,3.6,5.4,5.5,5.2,5.7,3,3,2.303
5,SimA2,214,3.4,7.5,5.4,5.5,5.6,5.3,1,3,3.438
5,SimB1,218,7.5,3.4,5.5,5.4,7.6,3.3,3,3,6.53
5,SimB2,219,7.4,3.6,5.5,5.5,5.4,5.6,2,3,4.735
5,SimA1,220,3.5,7.5,5.5,5.5,3.4,7.6,1,2,1.776
5,SimB1,221,7.6,3.4,5.5,5.5,7.7,3.3,3,2,2.944
5,SimB1,222,7.5,3.6,5.5,5.6,7.6,3.5,3,2,1.601
5,SimA1,223,3.4,7.5,5.4,5.5,3.3,7.6,2,2,2.033
5,SimA2,224,3.4,7.5,5.4,5.5,5.6,5.3,2,3,2.925
5,SimA1,225,3.5,7.5,5.4,5.6,3.3,7.7,3,2,1.955
5,SimB2,229,7.6,3.6,5.7,5.5,5.6,5.6,3,2,4.863
5,SimA2,230,3.7,7.5,5.6,5.6,5.8,5.4,2,3,5.952
5,SimB1,233,7.4,3.6,5.4,5.6,7.5,3.5,3,2,6.686
5,SimA2,237,3.7,7.3,5.6,5.4,5.8,5.2,2,2,2.704
5,SimB1,238,7.3,3.6,5.4,5.5,7.5,3.4,3,2,3.585
5,SimB2,239,7.6,3.6,5.6,5.6,5.4,5.8,3,2,1.359
6,SimB2,3,7.4,3.5,5.5,5.4,5.3,5.6,1,2,41.859
6,SimB2,4,7.6,3.6,5.6,5.6,5.4,5.8,2,1,31.252
6,SimB2,5,7.6,3.5,5.5,5.6,5.3,5.8,1,2,33.057
6,SimB1,6,7.6,3.3,5.5,5.4,7.7,3.2,2,1,27.3
6,SimB1,8,7.4,3.6,5.4,5.6,7.6,3.4,3,1,20.034
6,SimA2,9,3.5,7.5,5.5,5.5,5.6,5.4,3,2,29.347
6,SimA1,12,3.6,7.4,5.5,5.5,3.5,7.5,1,3,18.754
6,SimA1,13,3.4,7.7,5.5,5.6,3.2,7.9,3,3,10.45
6,SimB1,15,7.3,3.6,5.4,5.5,7.5,3.4,1,3,33.426
6,SimB1,17,7.6,3.6,5.6,5.6,7.8,3.4,3,2,17.987
6,SimB2,18,7.6,3.5,5.5,5.6,5.4,5.7,2,2,17.811
6,SimA2,19,3.4,7.5,5.4,5.5,5.6,5.3,1,2,33.637
6,SimB2,20,7.4,3.6,5.4,5.6,5.2,5.8,3,2,8.194
6,SimA2,22,3.3,7.6,5.4,5.5,5.5,5.4,3,1,20.272
6,SimB2,26,7.4,3.6,5.5,5.5,5.4,5.6,1,3,13.295
6,SimA2,28,3.4,7.6,5.5,5.5,5.7,5.3,2,3,13.857
6,SimB2,29,7.4,3.5,5.4,5.5,5.2,5.7,1,2,15.999
6,SimB2,33,7.6,3.6,5.7,5.5,5.6,5.6,3,3,10.174
6,SimA2,38,3.5,7.6,5.5,5.6,5.6,5.5,3,1,8.463
6,SimB2,39,7.6,3.3,5.5,5.4,5.3,5.6,1,1,5.377
6,SimB1,40,7.3,3.7,5.4,5.6,7.5,3.5,3,3,7.248
6,SimA2,41,3.6,7.5,5.5,5.6,5.6,5.5,3,1,4.704
6,SimB1,43,7.6,3.4,5.5,5.5,7.8,3.2,3,3,5.778
6,SimA1,45,3.5,7.6,5.5,5.6,3.4,7.7,2,2,8.415
6,SimB2,47,7.5,3.4,5.5,5.4,5.3,5.6,1,1,7.665
6,SimA2,48,3.3,7.5,5.4,5.4,5.6,5.2,1,1,11.326
6,SimB2,54,7.5,3.4,5.5,5.4,5.3,5.6,1,1,5.137
6,SimB1,56,7.3,3.5,5.3,5.5,7.5,3.3,1,3,10.928
6,SimA2,58,3.5,7.5,5.5,5.5,5.6,5.4,3,1,2.641
6,SimB2,60,7.6,3.4,5.5,5.5,5.4,5.6,1,1,3.361
6,SimB1,61,7.7,3.5,5.6,5.6,7.9,3.3,1,3,9.455
6,SimA2,63,3.4,7.5,5.5,5.4,5.7,5.2,1,1,10.209
6,SimA2,64,3.6,7.3,5.5,5.4,5.7,5.2,3,3,7.805
6,SimA1,66,3.7,7.5,5.7,5.5,3.6,7.6,3,2,9.887
6,SimB2,67,7.6,3.6,5.6,5.6,5.4,5.8,3,1,3.472
6,SimA2,68,3.6,7.3,5.5,5.4,5.7,5.2,3,1,3.246
6,SimA1,71,3.4,7.5,5.4,5.5,3.2,7.7,3,3,7.807
6,SimB2,72,7.6,3.4,5.6,5.4,5.4,5.6,1,1,4.114
6,SimA1,73,3.3,7.5,5.3,5.5,3.1,7.7,2,2,12.288
6,SimB1,74,7.5,3.5,5.5,5.5,7.6,3.4,1,2,6.209
6,SimB1,76,7.5,3.3,5.4,5.4,7.6,3.2,3,2,4.158
6,SimA1,77,3.5,7.7,5.6,5.6,3.4,7.8,3,2,2.064
6,SimA2,79,3.6,7.3,5.5,5.4,5.6,5.3,1,1,3.533
6,SimB1,84,7.5,3.6,5.5,5.6,7.6,3.5,2,2,8.479
6,SimB1,86,7.4,3.5,5.4,5.5,7.5,3.4,1,2,5.024
6,SimB2,87,7.3,3.6,5.4,5.5,5.2,5.7,1,1,8.861
6,SimB1,90,7.5,3.4,5.5,5.4,7.7,3.2,2,3,0.783
6,SimA1,92,3.5,7.5,5.4,5.6,3.3,7.7,1,2,6.03
6,SimB1,93,7.6,3.4,5.6,5.4,7.8,3.2,3,2,4.914
6,SimA1,94,3.6,7.6,5.6,5.6,3.5,7.7,3,2,2.432
6,SimB2,95,7.5,3.3,5.4,5.4,5.3,5.5,2,1,3.119
6,SimB2,100,7.6,3.4,5.5,5.5,5.3,5.7,1,2,3.315
6,SimB2,103,7.5,3.5,5.5,5.5,5.4,5.6,1,1,2.669
6,SimA1,105,3.3,7.5,5.4,5.4,3.2,7.6,2,2,31.12
6,SimA2,107,3.5,7.7,5.6,5.6,5.8,5.4,3,1,2.464
6,SimA1,110,3.6,7.3,5.5,5.4,3.4,7.5,1,2,4.384
6,SimB1,114,7.6,3.4,5.5,5.5,7.7,3.3,3,2,4.705
6,SimA2,115,3.7,7.3,5.6,5.4,5.8,5.2,3,1,3.218
6,SimA1,121,3.4,7.6,5.4,5.6,3.3,7.7,2,2,2.639
6,SimA1,126,3.7,7.5,5.6,5.6,3.5,7.7,2,2,2.769
6,SimB2,127,7.3,3.6,5.4,5.5,5.3,5.6,3,1,5.185
6,SimB1,128,7.4,3.6,5.5,5.5,7.6,3.4,1,2,2.417
6,SimB2,129,7.7,3.5,5.6,5.6,5.4,5.8,1,1,7.967
6,SimB2,130,7.6,3.5,5.5,5.6,5.3,5.8,1,1,2.802
6,SimA2,132,3.6,7.4,5.5,5.5,5.7,5.3,2,1,2.64
6,SimA2,135,3.6,7.3,5.5,5.4,5.6,5.3,1,2,6.304
6,SimB1,138,7.6,3.4,5.5,5.5,7.7,3.3,1,2,3.44
6,SimA1,139,3.3,7.6,5.4,5.5,3.1,7.8,3,3,3.569
6,SimA1,146,3.6,7.3,5.5,5.4,3.4,7.5,1,2,3.361
6,SimA2,148,3.5,7.6,5.5,5.6,5.6,5.5,2,1,4.61
6,SimA2,151,3.7,7.5,5.6,5.6,5.7,5.5,2,3,1.648
6,SimA1,152,3.5,7.5,5.5,5.5,3.3,7.7,1,2,2.671
6,SimA1,153,3.5,7.5,5.5,5.5,3.3,7.7,2,2,3.551
6,SimB1,154,7.6,3.5,5.5,5.6,7.8,3.3,1,1,7.745
6,SimA1,156,3.4,7.5,5.5,5.4,3.2,7.7,3,2,1.844
6,SimB2,157,7.3,3.5,5.3,5.5,5.1,5.7,2,1,4.4
6,SimA1,159,3.6,7.3,5.5,5.4,3.4,7.5,2,2,1.614
6,SimB1,160,7.4,3.6,5.4,5.6,7.5,3.5,3,2,3.089
6,SimA2,161,3.5,7.5,5.4,5.6,5.5,5.5,2,1,2.018
6,SimA2,162,3.4,7.7,5.5,5.6,5.6,5.5,2,1,1.536
6,SimA2,163,3.7,7.5,5.7,5.5,5.8,5.4,2,1,1.423
6,SimA1,165,3.5,7.5,5.5,5.5,3.4,7.6,2,2,3.01
6,SimA2,166,3.7,7.5,5.6,5.6,5.8,5.4,3,1,3.216
6,SimA1,169,3.6,7.3,5.5,5.4,3.4,7.5,2,2,6.177
6,SimA1,171,3.4,7.5,5.4,5.5,3.3,7.6,2,2,3.679
6,SimA1,173,3.5,7.6,5.5,5.6,3.4,7.7,3,1,13.665
6,SimB1,175,7.6,3.5,5.5,5.6,7.7,3.4,2,2,2.239
6,SimB1,177,7.6,3.6,5.7,5.5,7.8,3.4,1,2,3.649
6,SimB2,180,7.4,3.6,5.4,5.6,5.2,5.8,1,2,5.729
6,SimA2,181,3.4,7.6,5.4,5.6,5.5,5.5,2,2,1.455
6,SimB1,183,7.6,3.4,5.5,5.5,7.8,3.2,3,3,4.16
6,SimA2,184,3.5,7.5,5.4,5.6,5.5,5.5,2,2,4.399
6,SimA2,185,3.5,7.5,5.5,5.5,5.6,5.4,3,3,3.873
6,SimB1,188,7.5,3.4,5.5,5.4,7.6,3.3,1,1,5.073
6,SimA2,190,3.4,7.6,5.5,5.5,5.6,5.4,2,3,4.654
6,SimB1,191,7.4,3.5,5.5,5.4,7.5,3.4,3,2,2.192
6,SimB1,192,7.6,3.6,5.6,5.6,7.7,3.5,3,2,3.775
6,SimB1,193,7.6,3.4,5.5,5.5,7.7,3.3,2,2,2.401
6,SimA1,195,3.5,7.5,5.4,5.6,3.3,7.7,2,2,5.472
6,SimA2,197,3.3,7.5,5.3,5.5,5.5,5.3,1,3,4.141
6,SimA1,200,3.5,7.5,5.5,5.5,3.3,7.7,2,2,2.081
6,SimB1,201,7.7,3.5,5.6,5.6,7.8,3.4,2,2,2.862
6,SimA1,202,3.4,7.6,5.5,5.5,3.3,7.7,2,2,3.12
6,SimB1,205,7.4,3.5,5.5,5.4,7.5,3.4,1,2,2.85
6,SimA1,206,3.4,7.6,5.5,5.5,3.2,7.8,2,2,1.599
6,SimA2,208,3.5,7.5,5.5,5.5,5.6,5.4,3,3,3.68
6,SimA1,212,3.7,7.3,5.6,5.4,3.5,7.5,2,2,3.094
6,SimA1,213,3.7,7.5,5.6,5.6,3.6,7.6,1,2,2.048
6,SimA2,215,3.4,7.5,5.4,5.5,5.6,5.3,1,3,4.254
6,SimB2,220,7.6,3.4,5.5,5.5,5.4,5.6,3,3,3.138
6,SimA1,223,3.6,7.5,5.5,5.6,3.4,7.7,2,2,1.359
6,SimB2,229,7.6,3.4,5.5,5.5,5.4,5.6,1,3,4.704
6,SimB2,230,7.5,3.6,5.5,5.6,5.4,5.7,2,3,3.424
6,SimB2,231,7.6,3.4,5.5,5.5,5.4,5.6,3,3,2.672
6,SimA2,232,3.6,7.6,5.6,5.6,5.8,5.4,1,3,2.498
6,SimB1,235,7.3,3.6,5.4,5.5,7.5,3.4,3,2,2.702
6,SimB1,236,7.6,3.5,5.5,5.6,7.8,3.3,2,2,2.432
6,SimB2,237,7.3,3.7,5.4,5.6,5.2,5.8,3,3,2.8
6,SimB2,238,7.4,3.5,5.5,5.4,5.4,5.5,2,2,3.666
6,SimB2,239,7.7,3.5,5.6,5.6,5.4,5.8,1,2,2.382
7,SimB1,2,7.6,3.6,5.6,5.6,7.7,3.5,1,2,22.084
7,SimA2,5,3.6,7.5,5.5,5.6,5.6,5.5,2,2,59.603
7,SimA1,7,3.5,7.5,5.5,5.5,3.4,7.6,2,3,26.676
7,SimA2,8,3.6,7.3,5.5,5.4,5.6,5.3,2,3,53.795
7,SimB2,9,7.3,3.5,5.3,5.5,5.1,5.7,2,1,25.763
7,SimB1,13,7.6,3.5,5.5,5.6,7.7,3.4,1,1,17.122
7,SimA2,14,3.3,7.5,5.4,5.4,5.6,5.2,1,2,40.225
7,SimB1,15,7.6,3.4,5.5,5.5,7.7,3.3,2,3,16.275
7,SimB2,18,7.6,3.4,5.5,5.5,5.4,5.6,3,3,22.898
7,SimA1,19,3.5,7.5,5.5,5.5,3.3,7.7,3,1,12.756
7,SimA1,23,3.3,7.5,5.4,5.4,3.2,7.6,2,1,26.946
7,SimB2,26,7.7,3.5,5.6,5.6,5.4,5.8,2,2,10.75
7,SimA2,31,3.5,7.6,5.5,5.6,5.6,5.5,2,2,31.359
7,SimA1,32,3.6,7.3,5.5,5.4,3.4,7.5,3,3,16.222
7,SimB1,33,7.7,3.5,5.6,5.6,7.9,3.3,3,1,33.503
7,SimB2,34,7.6,3.5,5.5,5.6,5.3,5.8,3,1,10.255
7,SimA2,35,3.4,7.5,5.4,5.5,5.6,5.3,3,3,20.542
7,SimB1,37,7.6,3.4,5.5,5.5,7.7,3.3,3,1,9.312
7,SimA2,39,3.5,7.5,5.5,5.5,5.6,5.4,1,3,29.44
7,SimA1,40,3.7,7.5,5.6,5.6,3.5,7.7,3,1,7.774
7,SimB1,45,7.4,3.5,5.5,5.4,7.5,3.4,3,1,32.543
7,SimB1,46,7.4,3.6,5.4,5.6,7.6,3.4,1,1,9.229
7,SimA2,51,3.7,7.5,5.6,5.6,5.7,5.5,1,2,9.457
7,SimA2,52,3.6,7.4,5.5,5.5,5.7,5.3,1,3,6.576
7,SimA1,53,3.4,7.7,5.5,5.6,3.2,7.9,1,1,28.174
7,SimB2,54,7.4,3.5,5.5,5.4,5.4,5.5,1,3,12.127
7,SimB2,57,7.3,3.7,5.4,5.6,5.2,5.8,1,2,18.272
7,SimB2,59,7.6,3.4,5.5,5.5,5.4,5.6,1,2,6.48
7,SimB2,60,7.6,3.4,5.6,5.4,5.4,5.6,3,2,8.688
7,SimA1,61,3.6,7.5,5.5,5.6,3.4,7.7,1,2,9.236
7,SimA2,62,3.5,7.5,5.5,5.5,5.6,5.4,1,3,11.638
7,SimA2,65,3.6,7.6,5.6,5.6,5.8,5.4,3,3,21.808
7,SimA2,67,3.7,7.5,5.7,5.5,5.8,5.4,3,2,7.806
7,SimB1,70,7.6,3.5,5.5,5.6,7.8,3.3,3,1,11.536
7,SimA2,71,3.7,7.5,5.6,5.6,5.8,5.4,3,2,16.48
7,SimA1,72,3.5,7.5,5.4,5.6,3.3,7.7,1,2,21.439
7,SimB2,73,7.6,3.4,5.5,5.5,5.3,5.7,3,3,24.67
7,SimA2,74,3.4,7.6,5.5,5.5,5.7,5.3,3,3,6.782
7,SimB1,76,7.6,3.4,5.6,5.4,7.8,3.2,1,1,7.791
7,SimA2,78,3.3,7.6,5.4,5.5,5.5,5.4,1,3,8.511
7,SimB1,79,7.6,3.6,5.6,5.6,7.8,3.4,2,1,5.152
7,SimA2,80,3.4,7.7,5.5,5.6,5.6,5.5,2,3,7.217
7,SimB1,81,7.5,3.5,5.5,5.5,7.6,3.4,3,1,8.239
7,SimA2,82,3.5,7.6,5.5,5.6,5.6,5.5,3,3,8.08
7,SimA1,84,3.6,7.3,5.5,5.4,3.4,7.5,1,3,5.485
7,SimB2,91,7.5,3.4,5.5,5.4,5.3,5.6,1,3,4.144
7,SimA1,92,3.6,7.3,5.5,5.4,3.4,7.5,3,1,10.56
7,SimA2,95,3.6,7.3,5.5,5.4,5.6,5.3,2,3,6.175
7,SimB2,97,7.6,3.6,5.6,5.6,5.4,5.8,2,2,6.656
7,SimB2,98,7.7,3.5,5.6,5.6,5.4,5.8,1,2,4.367
7,SimB1,99,7.5,3.6,5.5,5.6,7.6,3.5,2,2,11.553
7,SimB1,100,7.7,3.5,5.6,5.6,7.8,3.4,3,2,3.79
7,SimA1,103,3.6,7.4,5.5,5.5,3.5,7.5,3,2,7.455
7,SimB1,105,7.6,3.4,5.5,5.5,7.8,3.2,2,2,7.138
7,SimA2,108,3.4,7.6,5.5,5.5,5.6,5.4,1,2,12.594
7,SimB2,109,7.6,3.6,5.7,5.5,5.6,5.6,3,2,4.24
7,SimB1,110,7.5,3.4,5.5,5.4,7.7,3.2,2,2,9.167
7,SimB2,112,7.3,3.6,5.4,5.5,5.3,5.6,3,2,10.753
7,SimA2,114,3.6,7.3,5.5,5.4,5.7,5.2,1,2,15.793
7,SimB1,115,7.5,3.3,5.4,5.4,7.6,3.2,1,2,5.823
7,SimB1,116,7.6,3.5,5.5,5.6,7.8,3.3,2,1,9.454
7,SimA1,117,3.7,7.3,5.6,5.4,3.5,7.5,3,2,6.545
7,SimA1,118,3.7,7.5,5.6,5.6,3.6,7.6,1,2,3.504
7,SimB2,120,7.4,3.5,5.4,5.5,5.2,5.7,3,2,8.671
7,SimA1,121,3.6,7.6,5.6,5.6,3.5,7.7,2,2,4.416
7,SimB2,122,7.4,3.6,5.4,5.6,5.2,5.8,3,2,8.951
7,SimA2,123,3.6,7.3,5.5,5.4,5.7,5.2,3,2,9.488
7,SimA1,126,3.3,7.5,5.3,5.5,3.1,7.7,2,2,4.432
7,SimB1,127,7.5,3.4,5.5,5.4,7.6,3.3,2,1,5.501
7,SimB1,129,7.4,3.6,5.4,5.6,7.5,3.5,1,2,10.208
7,SimB1,130,7.3,3.6,5.4,5.5,7.5,3.4,1,2,4.271
7,SimA1,132,3.6,7.3,5.5,5.4,3.4,7.5,2,2,5.84
7,SimA2,133,3.4,7.5,5.5,5.4,5.7,5.2,3,3,3.585
7,SimB2,136,7.6,3.4,5.5,5.5,5.4,5.6,3,3,4.031
7,SimB2,137,7.3,3.6,5.4,5.5,5.2,5.7,2,2,5.666
7,SimB2,139,7.6,3.4,5.5,5.5,5.4,5.6,3,3,4.493
